IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
185.159.75.51,185.159.75.51,443,4.68,SE,ARN,110.82,124.82
91.223.169.237,91.223.169.237,443,4.45,SE,ARN,104.05,109.17
91.186.213.30,91.186.213.30,443,4.43,SE,ARN,117.51,217.3
185.58.115.45,185.58.115.45,443,4.41,SE,ARN,106.54,114.17
70.34.195.28,70.34.195.28,443,4.29,SE,ARN,100.2,116.96
185.139.228.126,185.139.228.126,443,4.23,SE,ARN,118.0,188.92
193.148.58.33,193.148.58.33,443,4.16,SE,ARN,179.04,132.72
188.126.76.3,188.126.76.3,443,4.08,SE,ARN,109.05,120.23
91.186.217.49,91.186.217.49,443,3.83,SE,ARN,136.68,207.27
192.145.30.27,192.145.30.27,443,3.69,SE,ARN,105.2,129.41
192.145.30.213,192.145.30.213,443,3.66,SE,ARN,109.97,122.83
213.21.235.22,213.21.235.22,443,3.63,SE,ARN,118.77,244.64
132.243.247.198,132.243.247.198,443,3.55,SE,ARN,106.64,115.36
37.252.8.202,37.252.8.202,443,3.55,SE,ARN,101.73,107.24
192.145.30.29,192.145.30.29,443,3.41,SE,ARN,102.1,112.62
64.112.127.151,64.112.127.151,443,3.33,SE,ARN,97.89,103.74
142.111.244.42,142.111.244.42,443,3.2,SE,ARN,113.13,126.01
64.112.124.252,64.112.124.252,443,3.19,SE,ARN,100.85,111.71
109.120.134.104,109.120.134.104,443,3.05,SE,ARN,111.85,238.39
192.145.30.224,192.145.30.224,443,3.03,SE,ARN,107.86,114.82
89.22.233.52,2a01:e5c0:7cb5::2,443,2.89,SE,FRA,114.91,171.76
142.111.244.56,142.111.244.56,443,2.85,SE,ARN,112.99,157.89
80.66.78.207,80.66.78.207,443,2.81,SE,ARN,114.21,139.19
83.219.250.221,83.219.250.221,443,2.76,SE,ARN,110.34,182.81
45.138.103.105,45.138.103.105,443,2.75,SE,ARN,110.04,137.36
93.115.23.184,93.115.23.184,443,2.67,SE,ARN,105.71,119.03
185.21.11.91,185.21.11.91,443,2.63,SE,CPH,110.79,119.71
91.186.212.246,91.186.212.246,443,2.61,SE,MXP,116.98,212.41
41.216.182.98,41.216.182.98,443,2.48,SE,ARN,110.76,120.64
138.124.85.225,138.124.85.225,443,2.33,SE,ARN,101.4,123.4
142.111.244.5,142.111.244.5,443,2.32,SE,ARN,135.3,125.34
83.219.250.141,83.219.250.141,443,2.25,SE,ARN,106.25,120.06
91.186.216.240,91.186.216.240,443,2.11,SE,ARN,112.74,174.6
138.124.26.228,138.124.26.228,443,2.07,SE,ARN,114.51,244.53
95.143.196.18,95.143.196.18,443,2.01,SE,ARN,105.27,137.92
91.186.212.186,91.186.212.186,443,2.0,SE,MXP,129.14,214.84
83.219.243.50,83.219.243.50,443,1.96,SE,ARN,157.09,125.3
138.124.71.139,138.124.71.139,443,1.77,SE,ARN,119.38,156.07
185.139.228.30,185.139.228.30,443,1.69,SE,ARN,131.98,139.77
87.251.85.34,87.251.85.34,443,1.68,SE,ARN,111.7,123.63
